Commit SHA,Java File,Old function signature,New function signature
9a5391b65314bb06efdae413a47f55eaf1a454a1,DecodedBitStreamParser.java,DecodedBitStreamParser::decode( byte [ ] bytes),DecodedBitStreamParser::decode( byte [ ] bytes , Version version , ErrorCorrectionLevel ecLevel , Map<DecodeHintType,?> hints)
ce1fbe1b76f46fe3a9e59d69b2f482725a308e41,DecodedBitStreamParser.java,DecodedBitStreamParser::decode(int[]codewords,String ecLevel),DecodedBitStreamParser::decode( byte [ ] bytes)
308d91de1c094f20885156e71428cfcfc31b129b,DecodedBitStreamParser.java,DecodedBitStreamParser::decode(int[]codewords,String ecLevel),DecodedBitStreamParser::decode( byte [ ] bytes , int mode)
a372dfe17508943e1b771187eabc5b7fa58414c9,DecodedBitStreamParser.java,DecodedBitStreamParser::decode(int[]codewords,String ecLevel),DecodedBitStreamParser::decode( byte [ ] bytes)
0cf3b9be71680f50c90a71ca26ce0d33664b0dd6,DecodedBitStreamParser.java,DecodedBitStreamParser::decode( byte [ ] bytes),DecodedBitStreamParser::decode( byte [ ] bytes , Version version , ErrorCorrectionLevel ecLevel , Map<DecodeHintType,?> hints)
c9ead4ce8a61465dce70f4a763df04f381da2822,DecodedBitStreamParser.java,DecodedBitStreamParser::decodeByteSegment( BitSource bits , StringBuffer result , int count),DecodedBitStreamParser::decodeByteSegment( BitSource bits , StringBuffer result , int count , CharacterSetECI currentCharacterSetECI)
c5d81d76d177a06e64270845ccaa903d380034de,DecodedBitStreamParser.java,DecodedBitStreamParser::decodeByteSegment( BitSource bits , StringBuffer result , int count , CharacterSetECI currentCharacterSetECI),DecodedBitStreamParser::decodeByteSegment( BitSource bits , StringBuffer result , int count , CharacterSetECI currentCharacterSetECI , Vector byteSegments)
171bd88c5dc5a6896176d51b5ebf43c416bf9c98,DecodedBitStreamParser.java,DecodedBitStreamParser::decodeByteSegment( BitSource bits , StringBuffer result , int count , CharacterSetECI currentCharacterSetECI , Vector byteSegments),DecodedBitStreamParser::decodeByteSegment( BitSource bits , StringBuffer result , int count , CharacterSetECI currentCharacterSetECI , Vector byteSegments , Hashtable hints)
1eab5aba493a48b030d81c3dbb0f16edc2ccd9b8,DecodedBitStreamParser.java,DecodedBitStreamParser::decodeAlphanumericSegment( BitSource bits , StringBuffer result , int count),DecodedBitStreamParser::decodeAlphanumericSegment( BitSource bits , StringBuffer result , int count , boolean fc1InEffect)
171bd88c5dc5a6896176d51b5ebf43c416bf9c98,DecodedBitStreamParser.java,DecodedBitStreamParser::guessEncoding( byte [ ] bytes),DecodedBitStreamParser::guessEncoding( byte [ ] bytes , Hashtable hints)
db23e7c3b12ad66a0155032ae05e60c971012a52,Decoder.java,Decoder::correctErrors( byte [ ] codewordBytes , int numDataCodewords),Decoder::correctErrors( int [ ] codewords , int [ ] erasures , int numECCodewords)
d0c59c4c16e5d344f2d86369345718a9741882e9,Decoder.java,Decoder::correctErrors( int [ ] codewords , int [ ] erasures , int numECCodewords),Decoder::correctErrors( byte [ ] codewordBytes , int start , int dataCodewords , int ecCodewords , int mode)
3dbad7baf639ead8d5b31c58ea5e11b9296bc331,Decoder.java,Decoder::correctErrors( byte [ ] codewordBytes , int numDataCodewords),Decoder::correctErrors( int [ ] codewords , int numErasures , int numECCodewords)
0b005747ff042723b6103cd8d83026dec46b68de,Decoder.java,Decoder::correctErrors( byte [ ] codewordBytes , int numDataCodewords),Decoder::correctErrors( int [ ] codewords , int [ ] erasures , int numECCodewords)
784673a241df38a2cef82e424831f14d12458638,ErrorCorrectionLevel.java,ErrorCorrectionLevel::ErrorCorrectionLevel( int ordinal),ErrorCorrectionLevel::ErrorCorrectionLevel( int ordinal , int bits , String name)
508697a318eeaa0b1dd5aa0cb238bc7fd350cf68,FormatInformation.java,FormatInformation::decodeFormatInformation( int maskedFormatInfo),FormatInformation::decodeFormatInformation( int maskedFormatInfo1 , int maskedFormatInfo2)
508697a318eeaa0b1dd5aa0cb238bc7fd350cf68,FormatInformation.java,FormatInformation::doDecodeFormatInformation( int maskedFormatInfo),FormatInformation::doDecodeFormatInformation( int maskedFormatInfo1 , int maskedFormatInfo2)
c74735c1b4a404654d30fea9b16605465549b454,Mode.java,Mode::Mode( int [ ] characterCountBitsForVersions),Mode::Mode( int [ ] characterCountBitsForVersions , int bits , String name)
cc204e1bded4fb0492db1855ae5cb5c5dc0e3388,Version.java,Version::Version( int versionNumber , int [ ] alignmentPatternCenters , ECBlocks ... ecBlocks),Version::Version( int versionNumber , int symbolSizeRows , int symbolSizeColumns , int dataRegionSizeRows , int dataRegionSizeColumns , ECBlocks ecBlocks)
d1973dce0ade2628fc6ed321dc3d91e6dfae2657,AlignmentPatternFinder.java,AlignmentPatternFinder::AlignmentPatternFinder( BitMatrix image , int startX , int startY , int width , int height , float moduleSize),AlignmentPatternFinder::AlignmentPatternFinder( BitMatrix image , int startX , int startY , int width , int height , float moduleSize , ResultPointCallback resultPointCallback)
c82d0790c307de485dcce89372048b4cc5fcb1f6,AlignmentPatternFinder.java,AlignmentPatternFinder::crossCheckVertical( int startI , int centerJ , int maxCount),AlignmentPatternFinder::crossCheckVertical( int startI , int centerJ , int maxCount , int originalStateCountTotal)
34cc1d2b9d5e4d852b136525d21e9bb348c43770,DefaultGridSampler.java,DefaultGridSampler::sampleGrid( MonochromeBitmapSource image , FinderPattern topLeft , FinderPattern topRight , FinderPattern bottomLeft , AlignmentPattern alignmentPattern , int dimension),DefaultGridSampler::sampleGrid( MonochromeBitmapSource image , int dimension , float p1ToX , float p1ToY , float p2ToX , float p2ToY , float p3ToX , float p3ToY , float p4ToX , float p4ToY , float p1FromX , float p1FromY , float p2FromX , float p2FromY , float p3FromX , float p3FromY , float p4FromX , float p4FromY)
5ef5f3b02d8c86a15d5ecb298a0a67898be4ca70,DefaultGridSampler.java,DefaultGridSampler::sampleGrid( BitMatrix image , int dimension , PerspectiveTransform transform),DefaultGridSampler::sampleGrid( BitMatrix image , int dimension , float p1ToX , float p1ToY , float p2ToX , float p2ToY , float p3ToX , float p3ToY , float p4ToX , float p4ToY , float p1FromX , float p1FromY , float p2FromX , float p2FromY , float p3FromX , float p3FromY , float p4FromX , float p4FromY)
aa6c437d7142b333217246329c6188adb62a2a6e,DefaultGridSampler.java,DefaultGridSampler::sampleGrid( BitMatrix image , int dimensionX , int dimensionY , PerspectiveTransform transform),DefaultGridSampler::sampleGrid( BitMatrix image , int dimensionX , int dimensionY , float p1ToX , float p1ToY , float p2ToX , float p2ToY , float p3ToX , float p3ToY , float p4ToX , float p4ToY , float p1FromX , float p1FromY , float p2FromX , float p2FromY , float p3FromX , float p3FromY , float p4FromX , float p4FromY)
2ecec34f74f211e9bb3419a4b1ff0f3dc8b584dd,Detector.java,Detector::Detector(),Detector::Detector( BitMatrix image)
4d8700bf079cf1b86a6f5f6c259d767c065e1dd0,Detector.java,Detector::detect(),Detector::detect( boolean multiple)
8fbcb53126ab2a676ececbddf318ed1848d2bcd1,Detector.java,Detector::detect( boolean multiple , BitMatrix bitMatrix),Detector::detect( BinaryBitmap image , Map<DecodeHintType,?> hints , boolean multiple)
db23e7c3b12ad66a0155032ae05e60c971012a52,Detector.java,Detector::computeDimension( ResultPoint topLeft , ResultPoint topRight , ResultPoint bottomLeft , float moduleSize),Detector::computeDimension( ResultPoint topLeft , ResultPoint topRight , ResultPoint bottomLeft , ResultPoint bottomRight , float moduleWidth)
0cf89d040234548aa836e4ae9d11261ed8823cb1,FinderPattern.java,FinderPattern::FinderPattern( float posX , float posY , float estimatedModuleSize),FinderPattern::FinderPattern( int value , int [ ] startEnd , int start , int end , int rowNumber)
fc2f28080d72f155aa013704b597d63cc1ff2182,FinderPatternFinder.java,FinderPatternFinder::find(),FinderPatternFinder::find( Hashtable hints)
c82d0790c307de485dcce89372048b4cc5fcb1f6,FinderPatternFinder.java,FinderPatternFinder::crossCheckVertical( int startI , int centerJ , int maxCount),FinderPatternFinder::crossCheckVertical( int startI , int centerJ , int maxCount , int originalStateCountTotal)
c82d0790c307de485dcce89372048b4cc5fcb1f6,FinderPatternFinder.java,FinderPatternFinder::crossCheckHorizontal( int startJ , int centerI , int maxCount),FinderPatternFinder::crossCheckHorizontal( int startJ , int centerI , int maxCount , int originalStateCountTotal)
be038c7eeff07ab2be22361cfbcd4c67db4b2a2e,FinderPatternFinder.java,FinderPatternFinder::handlePossibleCenter( int [ ] stateCount , int i , int j),FinderPatternFinder::handlePossibleCenter( int [ ] stateCount , int i , int j , boolean pureBarcode)
34cc1d2b9d5e4d852b136525d21e9bb348c43770,GridSampler.java,GridSampler::sampleGrid( MonochromeBitmapSource image , FinderPattern topLeft , FinderPattern topRight , FinderPattern bottomLeft , AlignmentPattern alignmentPattern , int dimension),GridSampler::sampleGrid( MonochromeBitmapSource image , int dimension , float p1ToX , float p1ToY , float p2ToX , float p2ToY , float p3ToX , float p3ToY , float p4ToX , float p4ToY , float p1FromX , float p1FromY , float p2FromX , float p2FromY , float p3FromX , float p3FromY , float p4FromX , float p4FromY)
aa6c437d7142b333217246329c6188adb62a2a6e,GridSampler.java,GridSampler::sampleGrid( BitMatrix image , int dimension , float p1ToX , float p1ToY , float p2ToX , float p2ToY , float p3ToX , float p3ToY , float p4ToX , float p4ToY , float p1FromX , float p1FromY , float p2FromX , float p2FromY , float p3FromX , float p3FromY , float p4FromX , float p4FromY),GridSampler::sampleGrid( BitMatrix image , int dimensionX , int dimensionY , float p1ToX , float p1ToY , float p2ToX , float p2ToY , float p3ToX , float p3ToY , float p4ToX , float p4ToY , float p1FromX , float p1FromY , float p2FromX , float p2FromY , float p3FromX , float p3FromY , float p4FromX , float p4FromY)
36a5e32021a0f28d706efd11e638e5a3c3900357,AddressBookDoCoMoResult.java,AddressBookDoCoMoResult::AddressBookDoCoMoResult( String rawText),AddressBookDoCoMoResult::AddressBookDoCoMoResult( String name , String [ ] phoneNumbers , String email , String note , String address)
36a5e32021a0f28d706efd11e638e5a3c3900357,BookmarkDoCoMoResult.java,BookmarkDoCoMoResult::BookmarkDoCoMoResult( String rawText),BookmarkDoCoMoResult::BookmarkDoCoMoResult( String title , String uri)
36a5e32021a0f28d706efd11e638e5a3c3900357,EmailDoCoMoResult.java,EmailDoCoMoResult::EmailDoCoMoResult( String rawText),EmailDoCoMoResult::EmailDoCoMoResult( String to , String subject , String body)
011e6e9cee0577b702726b692a8699a445f848c5,TextParsedResult.java,TextParsedResult::TextParsedResult( String text),TextParsedResult::TextParsedResult( String text , String language)
011e6e9cee0577b702726b692a8699a445f848c5,URIParsedResult.java,URIParsedResult::URIParsedResult( String uri),URIParsedResult::URIParsedResult( String uri , String title)
635d90428328aa1ef4a3ff26b0f8e24e4f505ae2,CommandLineRunner.java,CommandLineRunner::decode( URI uri),CommandLineRunner::decode( URI uri , Hashtable<DecodeHintType,Object> hints)
0a4e715ae4afc82f5488827b8ff1a8428a34d3ff,CommandLineRunner.java,CommandLineRunner::decode( URI uri , Hashtable<DecodeHintType,Object> hints),CommandLineRunner::decode( URI uri , Hashtable<DecodeHintType,Object> hints , boolean dumpBlackPoint)
26a63fc1832e03144d0556f88211d8b212f4657f,CommandLineRunner.java,CommandLineRunner::decode( URI uri , Hashtable<DecodeHintType,Object> hints , boolean dumpBlackPoint),CommandLineRunner::decode( URI uri , Hashtable<DecodeHintType,Object> hints , boolean dumpBlackPoint , int [ ] crop)
1f442884aa1454bf8f5d18c9429d6a3ae20ae349,BarcodeFormat.java,BarcodeFormat::BarcodeFormat(),BarcodeFormat::BarcodeFormat( String name)
31b056997b9d1f77db295d4e18b6c772739ce20a,UPCDecoder.java,UPCDecoder::decodeRow( BitArray rowData),UPCDecoder::decodeRow( int row , BitArray rowData)
0ce5a5c57d12a8251708709c9b32c086686ec99f,UPCDecoder.java,UPCDecoder::decodeOneSide( BitArray rowData , int rowOffset),UPCDecoder::decodeOneSide( BitArray rowData , int rowOffset , boolean checkBothParities)
0ce5a5c57d12a8251708709c9b32c086686ec99f,UPCDecoder.java,UPCDecoder::findDigit( int [ ] counters),UPCDecoder::findDigit( int [ ] counters , CharResult result , boolean checkBothParities)
0eff866ec0c2556c1cd8d0b4abb4a43d8a469818,ZXingMIDlet.java,ZXingMIDlet::showOpenURL( final String text),ZXingMIDlet::showOpenURL( String title , final String display , final String uri)
848609c0c56454fef11743a3129a2927a677be60,ParsedReaderResultType.java,ParsedReaderResultType::ParsedReaderResultType(),ParsedReaderResultType::ParsedReaderResultType( String name)
1f442884aa1454bf8f5d18c9429d6a3ae20ae349,AbstractBlackBoxTestCase.java,AbstractBlackBoxTestCase::AbstractBlackBoxTestCase( File testBase , Reader barcodeReader , double passPercent),AbstractBlackBoxTestCase::AbstractBlackBoxTestCase( File testBase , Reader barcodeReader , double passPercent , BarcodeFormat expectedFormat)
240424bec089eefd017a13d79209cf576235caa4,AbstractBlackBoxTestCase.java,AbstractBlackBoxTestCase::readFileAsString( File file),AbstractBlackBoxTestCase::readFileAsString( File file , Charset charset)
180e833b3ec15072f49fafc426e5d1ade82eac6c,AbstractOneDReader.java,AbstractOneDReader::patternMatchVariance( int [ ] counters , int [ ] pattern),AbstractOneDReader::patternMatchVariance( int [ ] counters , int [ ] pattern , int maxIndividualVariance)
1f442884aa1454bf8f5d18c9429d6a3ae20ae349,Code128Reader.java,Code128Reader::decodeRow( final int rowNumber , final BitArray row),Code128Reader::decodeRow( int rowNumber , BitArray row , Hashtable hints)
1f442884aa1454bf8f5d18c9429d6a3ae20ae349,Code39Reader.java,Code39Reader::decodeRow( final int rowNumber , final BitArray row),Code39Reader::decodeRow( int rowNumber , BitArray row , Hashtable hints)
35cf29b7205c9b8ca508b6b17abc61bb467092d1,Code39Reader.java,Code39Reader::findAsteriskPattern( BitArray row),Code39Reader::findAsteriskPattern( BitArray row , int [ ] counters)
1f442884aa1454bf8f5d18c9429d6a3ae20ae349,MultiFormatOneDReader.java,MultiFormatOneDReader::decodeRow( int rowNumber , BitArray row),MultiFormatOneDReader::decodeRow( int rowNumber , BitArray row , Hashtable hints)
1f442884aa1454bf8f5d18c9429d6a3ae20ae349,MultiFormatUPCEANReader.java,MultiFormatUPCEANReader::decodeRow( int rowNumber , BitArray row),MultiFormatUPCEANReader::decodeRow( int rowNumber , BitArray row , Hashtable hints)
0e2defcf66b903391e916552e4b5f070e1a2d7bc,BarcodeReaderCaptureActivity.java,BarcodeReaderCaptureActivity::handleDecode( Result rawResult),BarcodeReaderCaptureActivity::handleDecode( Result rawResult , long duration)
fecaba26de448cf662e604ff06600a62469400f9,CameraManager.java,CameraManager::openDriver(),CameraManager::openDriver( SurfaceHolder holder)
5e752acd25801635e068a4e037ab38d8c1ab29ca,CameraManager.java,CameraManager::openDriver( SurfaceHolder holder),CameraManager::openDriver( SurfaceHolder holder , boolean getParameters)
14a200b546a5cfa307aae6dc6b92fae88d54bbce,WorkerThread.java,WorkerThread::WorkerThread( CameraSurfaceView surfaceView , CameraManager cameraManager , Handler handler),WorkerThread::WorkerThread( BarcodeReaderCaptureActivity activity , CameraSurfaceView surfaceView , CameraManager cameraManager , Handler handler)
fecaba26de448cf662e604ff06600a62469400f9,YUVMonochromeBitmapSource.java,YUVMonochromeBitmapSource::YUVMonochromeBitmapSource( Bitmap image),YUVMonochromeBitmapSource::YUVMonochromeBitmapSource( byte [ ] yuvData , int dataWidth , int dataHeight , Rect crop)
34cc1d2b9d5e4d852b136525d21e9bb348c43770,AndroidGraphicsGridSampler.java,AndroidGraphicsGridSampler::sampleGrid( MonochromeBitmapSource image , FinderPattern topLeft , FinderPattern topRight , FinderPattern bottomLeft , AlignmentPattern alignmentPattern , int dimension),AndroidGraphicsGridSampler::sampleGrid( MonochromeBitmapSource image , int dimension , float p1ToX , float p1ToY , float p2ToX , float p2ToY , float p3ToX , float p3ToY , float p4ToX , float p4ToY , float p1FromX , float p1FromY , float p2FromX , float p2FromY , float p3FromX , float p3FromY , float p4FromX , float p4FromY)
36a5e32021a0f28d706efd11e638e5a3c3900357,URLTOResult.java,URLTOResult::URLTOResult( String rawText),URLTOResult::URLTOResult( String title , String uri)
cebac631accfb293c03ddf2c6119cfd70ea213ee,DecodedBitStreamParser.java,DecodedBitStreamParser::decodeAsciiSegment( BitSource bits , StringBuffer result),DecodedBitStreamParser::decodeAsciiSegment( BitSource bits , StringBuffer result , StringBuffer resultTrailer)
c5d81d76d177a06e64270845ccaa903d380034de,DecodedBitStreamParser.java,DecodedBitStreamParser::decodeBase256Segment( BitSource bits , StringBuffer result),DecodedBitStreamParser::decodeBase256Segment( BitSource bits , StringBuffer result , Vector byteSegments)
c5d81d76d177a06e64270845ccaa903d380034de,DecoderResult.java,DecoderResult::DecoderResult( byte [ ] rawBytes , String text),DecoderResult::DecoderResult( byte [ ] rawBytes , String text , Vector byteSegments)
4331605913b8d84b4bb999abcb725bddebcb3347,DecoderResult.java,DecoderResult::DecoderResult( byte [ ] rawBytes , String text , Vector byteSegments),DecoderResult::DecoderResult( byte [ ] rawBytes , String text , Vector byteSegments , ErrorCorrectionLevel ecLevel)
db23e7c3b12ad66a0155032ae05e60c971012a52,Detector.java,Detector::sampleGrid( MonochromeBitmapSource image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , int dimension),Detector::sampleGrid( MonochromeBitmapSource image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint topRight , ResultPoint bottomRight , int dimension)
5b041daad0196e71aff6f32bd43bdb21c3db2b49,Detector.java,Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , int dimension),Detector::sampleGrid( BitMatrix matrix , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint topRight , ResultPoint bottomRight , int dimension)
00c49493c0c77335f37b400851aa6336a25eaa52,Detector.java,Detector::sampleGrid( BitMatrix image , PerspectiveTransform transform , int dimension),Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , int dimension)
59fbd6564eb6d22aabe200c3786cfc4d4418d8b5,Detector.java,Detector::sampleGrid( BitMatrix image , PerspectiveTransform transform , int dimension),Detector::sampleGrid( BitMatrix matrix , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint topRight , ResultPoint bottomRight , int dimension)
47d2f3c79870cd0ccb9312979d93a2f2b71ce2f4,Detector.java,Detector::sampleGrid( BitMatrix image , PerspectiveTransform transform , int dimension),Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , ResultPoint topRight , int dimension)
94679de34dd721d3d99c4b8d567c804b1c0df7bc,Detector.java,Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , ResultPoint topRight , int dimension),Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , ResultPoint topRight , int dimensionX , int dimensionY)
e669aab2af8ac0e23dedab1d14c3bed0c88e9e20,Detector.java,Detector::sampleGrid( BitMatrix image , PerspectiveTransform transform , int dimension),Detector::sampleGrid( BitMatrix matrix , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint topRight , ResultPoint bottomRight , int dimension)
758c9c38c43a700323d34e6c429fcf664024d918,Detector.java,Detector::sampleGrid( BitMatrix matrix , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint topRight , ResultPoint bottomRight , int dimension),Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , ResultPoint topRight , int dimensionX , int dimensionY)
f1358d6c52da62dfe022d93e33844c1f361359d2,Detector.java,Detector::sampleGrid( BitMatrix image , PerspectiveTransform transform , int dimension),Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , ResultPoint topRight)
212e611dc3831cf56ff64f8f41a76e36c7ab54c6,Detector.java,Detector::sampleGrid( BitMatrix image , PerspectiveTransform transform , int dimension),Detector::sampleGrid( BitMatrix matrix , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint topRight , ResultPoint bottomRight , int xdimension , int ydimension)
6f18b47af47014406cf84f60c74477f39da744e6,Detector.java,Detector::sampleGrid( BitMatrix image , PerspectiveTransform transform , int dimension),Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , ResultPoint topRight)
a53c659b0e54646979649d550f9ab141c9826a67,Detector.java,Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint topRight , ResultPoint bottomRight , ResultPoint bottomLeft),Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , ResultPoint topRight , int dimensionX , int dimensionY)
7b1e1ccadb83ce8f207838d500edf12f8effc856,Detector.java,Detector::sampleGrid( BitMatrix image , PerspectiveTransform transform , int dimension),Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint topRight , ResultPoint bottomRight , ResultPoint bottomLeft)
0dfda0807876a53be295fa0abafd53866edf13bd,Detector.java,Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint topRight , ResultPoint bottomRight , ResultPoint bottomLeft),Detector::sampleGrid( BitMatrix image , ResultPoint topLeft , ResultPoint bottomLeft , ResultPoint bottomRight , ResultPoint topRight , int dimensionX , int dimensionY)
8cbe558ec339ba14b2696b3c92edefd0cbab2015,ResultMetadataType.java,ResultMetadataType::ResultMetadataType(),ResultMetadataType::ResultMetadataType( String name)
b18107391b4b1c4e89d76910beb3c19a87290bc6,GeoParsedResult.java,GeoParsedResult::GeoParsedResult( float latitude , float longitude , float altitude),GeoParsedResult::GeoParsedResult( String geoURI , float latitude , float longitude , float altitude)
0a5e8e9298631f5dfa9a7235089e3f7c2e491588,GeoParsedResult.java,GeoParsedResult::GeoParsedResult( double latitude , double longitude , double altitude),GeoParsedResult::GeoParsedResult( double latitude , double longitude , double altitude , String query)
a73fc5919aa98740477fc9e0e8e4ff7f7fdd388d,EmailAddressParsedResult.java,EmailAddressParsedResult::EmailAddressParsedResult( String emailAddress),EmailAddressParsedResult::EmailAddressParsedResult( String emailAddress , String subject , String body , String mailtoURI)
a73fc5919aa98740477fc9e0e8e4ff7f7fdd388d,TelParsedResult.java,TelParsedResult::TelParsedResult( String number),TelParsedResult::TelParsedResult( String number , String telURI)
011e6e9cee0577b702726b692a8699a445f848c5,TelParsedResult.java,TelParsedResult::TelParsedResult( String number , String telURI),TelParsedResult::TelParsedResult( String number , String telURI , String title)
011e6e9cee0577b702726b692a8699a445f848c5,NDEFSmartPosterParsedResult.java,NDEFSmartPosterParsedResult::NDEFSmartPosterParsedResult(),NDEFSmartPosterParsedResult::NDEFSmartPosterParsedResult( int action , String uri , String title)
d1973dce0ade2628fc6ed321dc3d91e6dfae2657,DecodeThread.java,DecodeThread::DecodeThread( CaptureActivity activity , String mode),DecodeThread::DecodeThread( CaptureActivity activity , String mode , ResultPointCallback resultPointCallback)
aa1a7cace486873309f27625c5503e47589edeac,DecodeThread.java,DecodeThread::DecodeThread( CaptureActivity activity , Vector<BarcodeFormat> decodeFormats , ResultPointCallback resultPointCallback),DecodeThread::DecodeThread( CaptureActivity activity , Vector<BarcodeFormat> decodeFormats , String characterSet , ResultPointCallback resultPointCallback)
db60385d7df7b64152e31f7847f01322624f9b34,DecodeThread.java,DecodeThread::DecodeThread( Config config , Inputs inputs),DecodeThread::DecodeThread( CaptureActivity activity , Collection<BarcodeFormat> decodeFormats , String characterSet , ResultPointCallback resultPointCallback)
